Category,Item,Supplier,Supplier Site,Order Number,Supplier Lead Time,Historical Lead Time,Variance Days,Variance Percentage
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2703,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2704,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2705,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2706,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2707,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2708,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2709,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2710,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2711,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2712,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2713,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2714,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2715,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2716,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2717,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2718,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2719,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2720,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2721,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2722,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2723,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2724,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2725,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2726,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2727,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2728,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2729,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2730,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2731,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2732,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2733,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2734,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2905,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2906,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2907,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2908,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2909,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2910,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2911,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2912,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2913,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2914,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2915,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2916,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2917,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2918,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2919,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2920,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2921,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2922,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2923,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2924,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2925,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2926,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2927,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2928,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2929,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2930,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2931,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2932,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2933,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2934,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2935,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2936,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2937,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2938,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2939,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2940,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2941,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2942,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2943,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2944,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2945,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2946,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2947,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2948,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2949,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2950,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2951,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2952,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2953,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2954,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2955,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2956,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2957,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2958,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2959,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2960,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2961,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2962,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2963,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2964,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2965,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2966,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2967,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2968,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2969,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2970,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2971,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2972,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2735,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2736,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2737,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2738,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2739,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2740,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2741,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2742,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2743,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2744,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2745,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2746,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2747,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2748,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2749,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2750,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2751,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2752,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2753,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2754,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2755,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2756,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2757,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2758,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2759,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2760,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2761,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2762,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2763,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2764,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2765,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2766,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2767,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2768,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2769,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2770,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2771,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2772,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2773,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2774,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2775,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2776,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2777,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2778,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2779,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2780,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2781,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2782,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2783,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2784,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2785,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2786,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2787,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2788,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2789,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2790,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2791,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2792,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2793,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2794,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2795,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2796,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2797,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2798,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2799,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2800,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2801,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2802,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2803,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2804,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2805,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2806,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2807,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2808,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2809,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2810,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2811,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2812,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2813,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2814,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2815,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2816,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2817,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2818,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2819,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2820,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2821,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2822,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2823,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2824,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2825,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2826,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2827,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2828,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2829,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2830,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2831,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2832,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2833,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2834,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2835,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2836,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2837,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2838,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2839,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2840,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2841,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2842,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2843,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2844,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2845,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2846,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2847,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2848,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2849,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2850,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2851,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2852,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2853,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2854,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2855,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2856,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2857,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2858,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2859,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2860,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2861,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2862,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2863,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2864,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2865,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2866,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2867,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2868,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2869,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2870,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2871,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2872,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2873,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2874,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2875,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2876,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2877,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2878,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2879,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2880,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2881,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2882,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2883,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2884,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2885,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2886,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2887,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2888,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2889,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2890,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2891,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2892,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2893,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2894,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2895,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2896,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2897,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2898,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2899,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2900,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2901,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2902,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2903,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD2904,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3143,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3144,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3145,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3146,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3147,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3148,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3149,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3150,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3151,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3152,2,3,1,50
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3153,2,4,2,100
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3154,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3155,2,5,3,150
MicrophonesSmall,ECMicrophone3mm,StarElectronics,CA,EC3MMORD3156,2,4,2,100
